StateAbbreviation,AreaCurrentPercent,AreaCurrent,PopulationCurrent,PopulationCurrentPercent,PercentChangeFromWAve,AreaChangeFromWAve,StatisticFormatID,USDMLevelID,USDMLevel,Name,AreaMiles,MapDate
CA,79.69,"126,030.66","33,708,940.60",90.48,0.00,0.00,1,4,D3  ,California,"158,147.87",2014-11-04
CA,55.08,"87,105.02","27,103,380.32",72.75,0.00,0.00,1,5,D4  ,California,"158,147.87",2014-11-04
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2014-11-11
CA,99.72,"157,697.78","37,241,333.17",99.97,0.00,0.00,1,2,D1  ,California,"158,147.87",2014-11-11
CA,94.42,"149,330.59","36,212,325.43",97.20,0.00,0.00,1,3,D2  ,California,"158,147.87",2014-11-11
CA,79.69,"126,030.66","33,708,940.60",90.48,0.00,0.00,1,4,D3  ,California,"158,147.87",2014-11-11
CA,55.08,"87,105.02","27,103,380.32",72.75,0.00,0.00,1,5,D4  ,California,"158,147.87",2014-11-11
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2014-11-18
CA,99.72,"157,697.78","37,241,333.17",99.97,0.00,0.00,1,2,D1  ,California,"158,147.87",2014-11-18
CA,94.42,"149,330.59","36,212,325.43",97.20,0.00,0.00,1,3,D2  ,California,"158,147.87",2014-11-18
CA,79.69,"126,030.66","33,708,940.60",90.48,0.00,0.00,1,4,D3  ,California,"158,147.87",2014-11-18
CA,55.08,"87,105.02","27,103,380.32",72.75,0.00,0.00,1,5,D4  ,California,"158,147.87",2014-11-18
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2014-11-25
CA,99.72,"157,697.78","37,241,333.17",99.97,0.00,0.00,1,2,D1  ,California,"158,147.87",2014-11-25
CA,94.42,"149,330.59","36,212,325.43",97.20,0.00,0.00,1,3,D2  ,California,"158,147.87",2014-11-25
CA,79.69,"126,030.66","33,708,940.60",90.48,0.00,0.00,1,4,D3  ,California,"158,147.87",2014-11-25
CA,55.08,"87,105.02","27,103,380.32",72.75,0.00,0.00,1,5,D4  ,California,"158,147.87",2014-11-25
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2014-12-02
CA,99.72,"157,697.78","37,241,333.17",99.97,0.00,0.00,1,2,D1  ,California,"158,147.87",2014-12-02
CA,94.42,"149,330.59","36,212,325.43",97.20,0.00,0.00,1,3,D2  ,California,"158,147.87",2014-12-02
CA,79.69,"126,030.66","33,708,940.60",90.48,0.00,0.00,1,4,D3  ,California,"158,147.87",2014-12-02
CA,55.08,"87,105.02","27,103,380.32",72.75,0.00,0.00,1,5,D4  ,California,"158,147.87",2014-12-02
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2014-12-09
CA,99.72,"157,697.78","37,241,333.17",99.97,0.00,0.00,1,2,D1  ,California,"158,147.87",2014-12-09
CA,94.42,"149,330.59","36,212,325.43",97.20,0.00,0.00,1,3,D2  ,California,"158,147.87",2014-12-09
CA,79.69,"126,030.66","33,708,940.60",90.48,0.00,0.00,1,4,D3  ,California,"158,147.87",2014-12-09
CA,55.08,"87,105.02","27,103,380.32",72.75,0.00,0.00,1,5,D4  ,California,"158,147.87",2014-12-09
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2014-12-16
CA,98.41,"155,628.63","37,016,871.29",99.36,0.00,0.00,1,2,D1  ,California,"158,147.87",2014-12-16
CA,94.42,"149,330.59","36,212,325.43",97.20,0.00,0.00,1,3,D2  ,California,"158,147.87",2014-12-16
CA,77.94,"123,267.26","32,634,199.02",87.60,0.00,0.00,1,4,D3  ,California,"158,147.87",2014-12-16
CA,32.21,"50,938.82","17,944,049.62",48.17,0.00,0.00,1,5,D4  ,California,"158,147.87",2014-12-16
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2014-12-23
CA,98.41,"155,628.63","37,016,871.29",99.36,0.00,0.00,1,2,D1  ,California,"158,147.87",2014-12-23
CA,94.42,"149,330.59","36,212,325.43",97.20,0.00,0.00,1,3,D2  ,California,"158,147.87",2014-12-23
CA,77.94,"123,267.26","32,634,199.02",87.60,0.00,0.00,1,4,D3  ,California,"158,147.87",2014-12-23
CA,32.21,"50,938.82","17,944,049.62",48.17,0.00,0.00,1,5,D4  ,California,"158,147.87",2014-12-23
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2014-12-30
CA,98.12,"155,173.19","37,004,275.99",99.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2014-12-30
CA,94.34,"149,189.91","36,211,328.99",97.20,0.00,0.00,1,3,D2  ,California,"158,147.87",2014-12-30
CA,77.94,"123,267.26","32,634,199.02",87.60,0.00,0.00,1,4,D3  ,California,"158,147.87",2014-12-30
CA,32.21,"50,938.82","17,944,049.62",48.17,0.00,0.00,1,5,D4  ,California,"158,147.87",2014-12-30
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-01-06
CA,98.12,"155,173.19","37,004,275.99",99.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-01-06
CA,94.34,"149,189.91","36,211,328.99",97.20,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-01-06
CA,77.94,"123,267.26","32,634,199.02",87.60,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-01-06
CA,32.21,"50,938.82","17,944,049.62",48.17,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-01-06
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-01-13
CA,98.12,"155,173.19","37,004,275.99",99.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-01-13
CA,94.34,"149,189.91","36,211,328.99",97.20,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-01-13
CA,77.52,"122,590.71","31,490,201.14",84.53,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-01-13
CA,39.15,"61,913.33","19,882,988.85",53.37,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-01-13
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-01-20
CA,98.13,"155,188.03","37,004,729.77",99.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-01-20
CA,94.34,"149,189.91","36,211,328.99",97.20,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-01-20
CA,77.52,"122,590.71","31,490,201.14",84.53,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-01-20
CA,39.15,"61,913.33","19,882,988.85",53.37,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-01-20
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-01-27
CA,98.13,"155,188.03","37,004,729.77",99.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-01-27
CA,94.34,"149,189.91","36,211,328.99",97.20,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-01-27
CA,77.52,"122,590.71","31,490,201.14",84.53,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-01-27
CA,39.99,"63,251.11","19,889,050.08",53.39,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-01-27
CA,99.84,"157,900.52","37,228,797.03",99.93,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-02-03
CA,98.13,"155,188.03","37,004,729.77",99.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-02-03
CA,93.57,"147,979.15","36,088,842.38",96.87,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-02-03
CA,77.46,"122,495.47","31,472,300.68",84.48,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-02-03
CA,39.99,"63,251.11","19,889,050.08",53.39,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-02-03
CA,99.84,"157,900.92","37,228,851.50",99.93,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-02-10
CA,98.10,"155,135.20","37,003,595.54",99.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-02-10
CA,93.44,"147,771.67","36,092,248.40",96.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-02-10
CA,67.46,"106,690.61","30,335,704.05",81.43,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-02-10
CA,39.99,"63,247.11","19,888,946.84",53.39,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-02-10
CA,99.84,"157,900.92","37,228,851.50",99.93,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-02-17
CA,98.10,"155,135.20","37,003,595.54",99.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-02-17
CA,93.44,"147,771.67","36,092,248.40",96.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-02-17
CA,67.46,"106,690.61","30,335,704.05",81.43,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-02-17
CA,41.20,"65,155.65","19,895,391.27",53.40,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-02-17
CA,99.84,"157,900.92","37,228,851.50",99.93,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-02-24
CA,98.10,"155,135.20","37,003,595.54",99.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-02-24
CA,93.44,"147,771.67","36,092,248.40",96.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-02-24
CA,67.46,"106,690.61","30,335,704.05",81.43,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-02-24
CA,39.92,"63,138.24","19,724,199.47",52.95,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-02-24
CA,99.84,"157,900.92","37,228,851.50",99.93,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-03-03
CA,98.10,"155,135.20","37,003,595.54",99.33,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-03-03
CA,93.44,"147,771.67","36,092,248.40",96.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-03-03
CA,67.46,"106,690.61","30,335,704.05",81.43,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-03-03
CA,39.92,"63,138.24","19,724,199.47",52.95,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-03-03
CA,99.84,"157,900.92","37,228,851.50",99.93,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-03-10
CA,98.11,"155,157.88","37,007,920.47",99.34,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-03-10
CA,93.44,"147,771.67","36,092,248.40",96.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-03-10
CA,67.46,"106,690.61","30,335,704.05",81.43,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-03-10
CA,39.92,"63,138.24","19,724,199.47",52.95,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-03-10
CA,99.84,"157,900.92","37,228,851.50",99.93,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-03-17
CA,98.11,"155,157.88","37,007,920.47",99.34,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-03-17
CA,93.44,"147,771.67","36,092,248.40",96.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-03-17
CA,67.46,"106,690.61","30,335,704.05",81.43,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-03-17
CA,39.92,"63,138.24","19,724,199.47",52.95,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-03-17
CA,99.85,"157,916.66","37,230,421.60",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-03-24
CA,98.11,"155,157.88","37,007,920.47",99.34,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-03-24
CA,93.44,"147,771.67","36,092,248.40",96.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-03-24
CA,66.60,"105,331.96","30,330,738.12",81.42,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-03-24
CA,41.41,"65,483.78","19,863,100.25",53.32,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-03-24
CA,99.85,"157,916.66","37,230,421.60",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-03-31
CA,98.11,"155,157.88","37,007,920.47",99.34,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-03-31
CA,93.44,"147,771.67","36,092,248.40",96.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-03-31
CA,66.60,"105,331.96","30,330,738.12",81.42,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-03-31
CA,41.41,"65,483.78","19,863,100.25",53.32,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-03-31
CA,99.85,"157,916.66","37,230,421.60",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-04-07
CA,98.11,"155,157.88","37,007,920.47",99.34,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-04-07
CA,93.44,"147,771.67","36,092,248.40",96.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-04-07
CA,66.60,"105,331.96","30,330,738.12",81.42,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-04-07
CA,44.32,"70,089.79","19,880,285.84",53.36,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-04-07
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-04-14
CA,98.11,"155,157.88","37,007,920.47",99.34,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-04-14
CA,93.44,"147,771.67","36,092,248.40",96.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-04-14
CA,66.60,"105,331.96","30,330,738.12",81.42,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-04-14
CA,44.32,"70,089.79","19,880,285.84",53.36,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-04-14
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-04-21
CA,98.11,"155,157.88","37,007,920.47",99.34,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-04-21
CA,93.44,"147,771.67","36,092,248.40",96.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-04-21
CA,66.60,"105,331.96","30,330,738.12",81.42,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-04-21
CA,46.77,"73,970.68","20,209,414.84",54.25,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-04-21
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-04-28
CA,98.11,"155,157.88","37,007,920.47",99.34,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-04-28
CA,93.44,"147,771.67","36,092,248.40",96.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-04-28
CA,66.60,"105,331.96","30,330,738.12",81.42,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-04-28
CA,46.77,"73,970.68","20,209,414.84",54.25,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-04-28
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-05-05
CA,98.28,"155,427.34","37,014,845.37",99.36,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-05-05
CA,93.91,"148,511.61","36,100,434.63",96.90,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-05-05
CA,66.60,"105,331.96","30,330,738.12",81.42,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-05-05
CA,46.77,"73,970.68","20,209,414.84",54.25,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-05-05
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-05-12
CA,98.28,"155,427.34","37,014,845.37",99.36,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-05-12
CA,93.91,"148,511.61","36,100,434.63",96.90,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-05-12
CA,66.60,"105,331.96","30,330,738.12",81.42,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-05-12
CA,46.77,"73,970.68","20,209,414.84",54.25,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-05-12
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-05-19
CA,98.28,"155,427.34","37,014,845.37",99.36,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-05-19
CA,93.91,"148,511.61","36,100,434.63",96.90,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-05-19
CA,66.60,"105,331.96","30,330,738.12",81.42,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-05-19
CA,46.77,"73,970.68","20,209,414.84",54.25,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-05-19
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-05-26
CA,98.71,"156,111.18","37,034,024.40",99.41,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-05-26
CA,93.91,"148,511.61","36,100,434.63",96.90,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-05-26
CA,66.60,"105,331.96","30,330,738.12",81.42,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-05-26
CA,46.73,"73,900.16","20,209,286.61",54.25,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-05-26
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-06-02
CA,98.71,"156,111.18","37,034,024.40",99.41,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-06-02
CA,93.91,"148,511.61","36,100,434.63",96.90,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-06-02
CA,69.61,"110,085.52","30,817,763.16",82.72,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-06-02
CA,46.73,"73,900.16","20,209,286.61",54.25,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-06-02
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-06-09
CA,98.71,"156,111.18","37,034,024.40",99.41,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-06-09
CA,93.91,"148,511.61","36,100,434.63",96.90,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-06-09
CA,71.08,"112,405.25","30,892,819.52",82.92,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-06-09
CA,46.73,"73,900.16","20,209,286.61",54.25,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-06-09
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-06-16
CA,98.71,"156,111.18","37,034,024.40",99.41,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-06-16
CA,94.59,"149,597.94","36,129,117.74",96.98,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-06-16
CA,71.08,"112,405.25","30,892,819.52",82.92,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-06-16
CA,46.73,"73,900.16","20,209,286.61",54.25,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-06-16
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-06-23
CA,98.71,"156,111.18","37,034,024.40",99.41,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-06-23
CA,94.59,"149,597.94","36,129,117.74",96.98,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-06-23
CA,71.08,"112,405.25","30,892,819.52",82.92,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-06-23
CA,46.73,"73,900.16","20,209,286.61",54.25,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-06-23
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-06-30
CA,98.71,"156,111.18","37,034,024.40",99.41,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-06-30
CA,94.59,"149,597.94","36,129,117.74",96.98,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-06-30
CA,71.08,"112,405.25","30,892,819.52",82.92,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-06-30
CA,46.73,"73,900.16","20,209,286.61",54.25,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-06-30
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-07-07
CA,98.71,"156,111.18","37,034,024.40",99.41,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-07-07
CA,94.59,"149,591.46","36,128,219.17",96.98,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-07-07
CA,71.08,"112,405.25","30,892,819.52",82.92,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-07-07
CA,46.73,"73,900.16","20,209,286.61",54.25,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-07-07
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-07-14
CA,98.71,"156,111.18","37,034,024.40",99.41,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-07-14
CA,94.59,"149,591.46","36,128,219.17",96.98,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-07-14
CA,71.08,"112,405.25","30,892,819.52",82.92,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-07-14
CA,46.00,"72,748.62","20,206,632.67",54.24,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-07-14
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-07-21
CA,97.35,"153,962.48","36,664,523.22",98.42,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-07-21
CA,94.59,"149,591.46","36,128,219.17",96.98,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-07-21
CA,71.08,"112,405.25","30,892,819.52",82.92,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-07-21
CA,46.00,"72,748.62","20,206,632.67",54.24,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-07-21
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-07-28
CA,97.35,"153,962.48","36,664,523.22",98.42,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-07-28
CA,94.59,"149,591.46","36,128,219.17",96.98,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-07-28
CA,71.08,"112,405.25","30,892,819.52",82.92,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-07-28
CA,46.00,"72,748.62","20,206,632.67",54.24,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-07-28
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-08-04
CA,97.35,"153,962.48","36,664,523.22",98.42,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-08-04
CA,94.59,"149,591.46","36,128,219.17",96.98,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-08-04
CA,71.08,"112,405.25","30,892,819.52",82.92,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-08-04
CA,46.00,"72,748.62","20,206,632.67",54.24,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-08-04
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-08-11
CA,97.35,"153,962.48","36,664,523.22",98.42,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-08-11
CA,92.36,"146,069.15","35,627,523.38",95.63,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-08-11
CA,71.08,"112,405.25","30,892,819.52",82.92,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-08-11
CA,46.00,"72,748.62","20,206,632.67",54.24,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-08-11
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-08-18
CA,97.35,"153,962.48","36,664,523.22",98.42,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-08-18
CA,92.36,"146,069.15","35,627,523.38",95.63,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-08-18
CA,71.08,"112,405.25","30,892,819.52",82.92,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-08-18
CA,46.00,"72,748.62","20,206,632.67",54.24,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-08-18
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-08-25
CA,97.35,"153,962.48","36,664,523.22",98.42,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-08-25
CA,92.36,"146,069.15","35,627,523.38",95.63,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-08-25
CA,71.08,"112,405.25","30,892,819.52",82.92,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-08-25
CA,46.00,"72,748.62","20,206,632.67",54.24,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-08-25
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-09-01
CA,97.35,"153,962.48","36,664,523.22",98.42,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-09-01
CA,92.36,"146,069.15","35,627,523.38",95.63,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-09-01
CA,71.08,"112,405.25","30,892,819.52",82.92,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-09-01
CA,46.00,"72,748.62","20,206,632.67",54.24,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-09-01
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-09-08
CA,97.35,"153,962.48","36,664,523.22",98.42,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-09-08
CA,92.36,"146,069.15","35,627,523.38",95.63,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-09-08
CA,71.08,"112,405.25","30,892,819.52",82.92,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-09-08
CA,46.00,"72,748.62","20,206,632.67",54.24,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-09-08
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-09-15
CA,97.33,"153,931.24","36,660,375.77",98.41,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-09-15
CA,92.36,"146,069.15","35,627,523.38",95.63,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-09-15
CA,71.08,"112,405.25","30,892,819.52",82.92,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-09-15
CA,46.00,"72,748.62","20,206,632.67",54.24,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-09-15
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-09-22
CA,97.33,"153,931.24","36,660,375.77",98.41,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-09-22
CA,92.36,"146,069.15","35,627,523.38",95.63,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-09-22
CA,71.08,"112,405.25","30,892,819.52",82.92,0.00,0.00,1,4,D3  ,California,"158,147.87",2015-09-22
CA,46.00,"72,748.62","20,206,632.67",54.24,0.00,0.00,1,5,D4  ,California,"158,147.87",2015-09-22
CA,99.86,"157,926.51","37,231,400.49",99.94,0.00,0.00,1,1,D0  ,California,"158,147.87",2015-09-29
CA,97.33,"153,931.24","36,660,375.77",98.41,0.00,0.00,1,2,D1  ,California,"158,147.87",2015-09-29
CA,92.36,"146,069.15","35,627,523.38",95.63,0.00,0.00,1,3,D2  ,California,"158,147.87",2015-09-29
