StateAbbreviation,AreaCurrentPercent,AreaCurrent,PopulationCurrent,PopulationCurrentPercent,PercentChangeFromWAve,AreaChangeFromWAve,StatisticFormatID,USDMLevelID,USDMLevel,Name,AreaMiles,MapDate
CA,92.56,"146,377.42","37,037,758.78",99.42,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-09-04
CA,65.34,"103,337.26","28,717,057.78",77.08,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-09-04
CA,35.22,"55,695.36","22,065,832.15",59.23,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-09-04
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2007-09-11
CA,92.56,"146,377.42","37,037,758.78",99.42,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-09-11
CA,65.34,"103,337.26","28,717,057.78",77.08,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-09-11
CA,35.22,"55,705.53","22,071,757.40",59.25,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-09-11
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2007-09-18
CA,92.56,"146,377.42","37,037,758.78",99.42,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-09-18
CA,65.34,"103,337.26","28,717,057.78",77.08,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-09-18
CA,35.23,"55,717.92","22,073,666.75",59.25,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-09-18
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2007-09-25
CA,92.56,"146,377.42","37,037,758.78",99.42,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-09-25
CA,64.62,"102,202.10","28,699,694.41",77.04,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-09-25
CA,33.76,"53,395.45","21,857,057.03",58.67,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-09-25
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2007-10-02
CA,92.56,"146,377.42","37,037,758.78",99.42,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-10-02
CA,64.62,"102,202.10","28,699,694.41",77.04,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-10-02
CA,33.76,"53,395.45","21,857,057.03",58.67,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-10-02
CA,99.90,"157,985.28","37,249,396.31",99.99,0.00,0.00,1,1,D0  ,California,"158,147.87",2007-10-09
CA,92.56,"146,377.42","37,037,758.78",99.42,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-10-09
CA,64.62,"102,202.10","28,699,694.41",77.04,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-10-09
CA,33.75,"53,375.80","21,852,707.22",58.66,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-10-09
CA,98.83,"156,298.85","37,212,815.88",99.89,0.00,0.00,1,1,D0  ,California,"158,147.87",2007-10-16
CA,92.56,"146,377.42","37,037,758.78",99.42,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-10-16
CA,64.62,"102,202.10","28,699,694.41",77.04,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-10-16
CA,33.76,"53,392.51","21,856,602.91",58.67,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-10-16
CA,94.39,"149,281.74","37,073,190.41",99.51,0.00,0.00,1,1,D0  ,California,"158,147.87",2007-10-23
CA,86.09,"136,148.30","36,788,376.48",98.75,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-10-23
CA,64.62,"102,202.10","28,699,694.41",77.04,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-10-23
CA,33.74,"53,362.44","21,845,293.02",58.64,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-10-23
CA,91.13,"144,119.93","37,003,988.07",99.33,0.00,0.00,1,1,D0  ,California,"158,147.87",2007-10-30
CA,84.83,"134,160.93","36,670,738.10",98.43,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-10-30
CA,58.30,"92,202.05","26,034,522.33",69.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-10-30
CA,33.68,"53,264.24","21,854,492.17",58.66,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-10-30
CA,91.13,"144,119.93","37,003,988.07",99.33,0.00,0.00,1,1,D0  ,California,"158,147.87",2007-11-06
CA,84.83,"134,160.93","36,670,738.10",98.43,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-11-06
CA,58.30,"92,202.05","26,034,522.33",69.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-11-06
CA,33.69,"53,273.70","21,855,949.35",58.67,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-11-06
CA,91.13,"144,119.93","37,003,988.07",99.33,0.00,0.00,1,1,D0  ,California,"158,147.87",2007-11-13
CA,84.83,"134,160.93","36,670,738.10",98.43,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-11-13
CA,58.02,"91,760.70","25,888,931.17",69.49,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-11-13
CA,33.67,"53,256.23","21,849,749.09",58.65,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-11-13
CA,91.13,"144,119.93","37,003,988.07",99.33,0.00,0.00,1,1,D0  ,California,"158,147.87",2007-11-20
CA,84.83,"134,160.93","36,670,738.10",98.43,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-11-20
CA,58.02,"91,760.70","25,888,931.17",69.49,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-11-20
CA,33.68,"53,268.87","21,855,205.99",58.67,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-11-20
CA,91.13,"144,119.93","37,003,988.07",99.33,0.00,0.00,1,1,D0  ,California,"158,147.87",2007-11-27
CA,84.83,"134,160.93","36,670,738.10",98.43,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-11-27
CA,58.02,"91,760.70","25,888,931.17",69.49,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-11-27
CA,33.68,"53,270.93","21,855,522.11",58.67,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-11-27
CA,91.13,"144,119.93","37,003,988.07",99.33,0.00,0.00,1,1,D0  ,California,"158,147.87",2007-12-04
CA,84.83,"134,160.93","36,670,738.10",98.43,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-12-04
CA,58.04,"91,792.36","25,888,513.19",69.49,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-12-04
CA,14.53,"22,979.90","10,162,046.52",27.28,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-12-04
CA,91.13,"144,119.93","37,003,988.07",99.33,0.00,0.00,1,1,D0  ,California,"158,147.87",2007-12-11
CA,84.83,"134,160.93","36,670,738.10",98.43,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-12-11
CA,58.04,"91,792.36","25,888,513.19",69.49,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-12-11
CA,14.55,"23,003.07","10,171,370.29",27.30,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-12-11
CA,91.13,"144,119.93","37,003,988.07",99.33,0.00,0.00,1,1,D0  ,California,"158,147.87",2007-12-18
CA,84.70,"133,946.03","36,659,702.03",98.40,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-12-18
CA,58.04,"91,792.36","25,888,513.19",69.49,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-12-18
CA,14.54,"22,997.14","10,168,991.17",27.30,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-12-18
CA,91.13,"144,119.93","37,003,988.07",99.33,0.00,0.00,1,1,D0  ,California,"158,147.87",2007-12-25
CA,84.70,"133,946.03","36,659,702.03",98.40,0.00,0.00,1,2,D1  ,California,"158,147.87",2007-12-25
CA,58.04,"91,792.36","25,888,513.19",69.49,0.00,0.00,1,3,D2  ,California,"158,147.87",2007-12-25
CA,14.54,"22,999.87","10,170,087.52",27.30,0.00,0.00,1,4,D3  ,California,"158,147.87",2007-12-25
CA,91.13,"144,119.93","37,003,988.07",99.33,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-01-01
CA,84.70,"133,946.03","36,659,702.03",98.40,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-01-01
CA,58.04,"91,792.36","25,888,513.19",69.49,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-01-01
CA,14.55,"23,007.53","10,172,057.25",27.30,0.00,0.00,1,4,D3  ,California,"158,147.87",2008-01-01
CA,88.64,"140,189.97","36,851,107.64",98.92,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-01-08
CA,79.77,"126,149.46","30,836,975.62",82.78,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-01-08
CA,31.56,"49,904.24","13,743,969.63",36.89,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-01-08
CA,88.64,"140,189.97","36,851,107.64",98.92,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-01-15
CA,79.77,"126,149.46","30,836,975.62",82.78,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-01-15
CA,32.80,"51,871.04","13,752,272.82",36.91,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-01-15
CA,88.64,"140,189.97","36,851,107.64",98.92,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-01-22
CA,79.85,"126,280.38","30,889,433.68",82.92,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-01-22
CA,32.80,"51,871.04","13,752,272.82",36.91,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-01-22
CA,81.77,"129,321.03","31,514,586.47",84.59,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-01-29
CA,41.60,"65,792.39","11,795,611.87",31.66,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-01-29
CA,14.83,"23,448.44","2,310,026.20",6.20,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-01-29
CA,81.77,"129,321.03","31,514,586.47",84.59,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-02-05
CA,36.63,"57,932.96","10,920,807.69",29.31,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-02-05
CA,14.06,"22,232.70","2,196,884.62",5.90,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-02-05
CA,81.73,"129,256.71","31,514,151.55",84.59,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-02-12
CA,37.37,"59,093.56","11,060,298.52",29.69,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-02-12
CA,14.06,"22,232.70","2,196,884.62",5.90,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-02-12
CA,81.73,"129,256.71","31,514,151.55",84.59,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-02-19
CA,37.46,"59,244.50","11,074,066.64",29.73,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-02-19
CA,14.06,"22,232.70","2,196,884.62",5.90,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-02-19
CA,55.48,"87,741.95","15,695,907.27",42.13,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-02-26
CA,34.28,"54,207.19","7,370,957.39",19.79,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-02-26
CA,13.33,"21,078.37","2,079,319.78",5.58,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-02-26
CA,55.48,"87,741.95","15,695,907.27",42.13,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-03-04
CA,34.28,"54,207.19","7,370,957.39",19.79,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-03-04
CA,13.33,"21,078.37","2,079,319.78",5.58,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-03-04
CA,55.48,"87,741.95","15,695,907.27",42.13,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-03-11
CA,34.28,"54,207.19","7,370,957.39",19.79,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-03-11
CA,13.33,"21,078.37","2,079,319.78",5.58,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-03-11
CA,55.48,"87,741.95","15,695,907.27",42.13,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-03-18
CA,34.28,"54,207.19","7,370,957.39",19.79,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-03-18
CA,13.33,"21,078.37","2,079,319.78",5.58,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-03-18
CA,55.48,"87,741.95","15,695,907.27",42.13,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-03-25
CA,30.08,"47,569.51","7,333,259.66",19.68,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-03-25
CA,3.88,"6,137.98","208,603.47",0.56,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-03-25
CA,55.48,"87,741.95","15,695,907.27",42.13,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-04-01
CA,31.58,"49,940.78","7,443,273.04",19.98,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-04-01
CA,3.83,"6,063.06","208,183.90",0.56,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-04-01
CA,63.23,"100,001.87","16,784,715.03",45.05,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-04-08
CA,39.61,"62,634.79","8,164,049.05",21.91,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-04-08
CA,5.45,"8,621.54","468,451.11",1.26,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-04-08
CA,75.42,"119,279.03","18,288,631.95",49.09,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-04-15
CA,39.61,"62,634.79","8,164,049.05",21.91,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-04-15
CA,5.45,"8,621.54","468,451.11",1.26,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-04-15
CA,75.42,"119,279.03","18,288,631.95",49.09,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-04-22
CA,39.61,"62,634.79","8,164,049.05",21.91,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-04-22
CA,5.45,"8,621.54","468,451.11",1.26,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-04-22
CA,92.71,"146,625.48","37,043,376.84",99.43,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-04-29
CA,45.66,"72,213.48","9,190,579.31",24.67,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-04-29
CA,9.26,"14,647.83","1,060,718.58",2.85,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-04-29
CA,92.27,"145,916.69","36,865,399.16",98.96,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-05-06
CA,48.43,"76,586.42","10,661,890.03",28.62,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-05-06
CA,9.26,"14,647.83","1,060,718.58",2.85,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-05-06
CA,92.25,"145,886.43","36,865,262.67",98.96,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-05-13
CA,48.43,"76,586.42","10,661,890.03",28.62,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-05-13
CA,9.26,"14,647.83","1,060,718.58",2.85,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-05-13
CA,92.25,"145,886.43","36,865,262.67",98.96,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-05-20
CA,48.43,"76,586.42","10,661,890.03",28.62,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-05-20
CA,9.26,"14,647.83","1,060,718.58",2.85,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-05-20
CA,91.10,"144,064.89","36,812,083.74",98.81,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-05-27
CA,47.51,"75,136.33","10,532,900.91",28.27,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-05-27
CA,9.26,"14,647.83","1,060,718.58",2.85,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-05-27
CA,95.22,"150,594.61","36,998,137.36",99.31,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-06-03
CA,63.74,"100,810.71","21,181,310.61",56.86,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-06-03
CA,9.26,"14,647.83","1,060,718.58",2.85,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-06-03
CA,95.31,"150,728.14","36,999,951.78",99.32,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-06-10
CA,63.74,"100,810.71","21,181,310.61",56.86,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-06-10
CA,9.26,"14,647.83","1,060,718.58",2.85,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-06-10
CA,99.83,"157,883.14","37,083,169.99",99.54,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-06-17
CA,89.20,"141,066.71","34,771,529.86",93.34,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-06-17
CA,18.07,"28,573.75","5,542,247.43",14.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-06-17
CA,99.86,"157,920.73","37,088,964.62",99.56,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-06-24
CA,89.20,"141,066.71","34,771,529.86",93.34,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-06-24
CA,18.07,"28,573.75","5,542,247.43",14.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-06-24
CA,99.86,"157,920.73","37,088,964.62",99.56,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-07-01
CA,89.20,"141,066.71","34,771,529.86",93.34,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-07-01
CA,18.07,"28,573.75","5,542,247.43",14.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-07-01
CA,99.86,"157,920.73","37,088,964.62",99.56,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-07-08
CA,89.20,"141,066.71","34,771,529.86",93.34,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-07-08
CA,18.07,"28,573.75","5,542,247.43",14.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-07-08
CA,99.94,"158,050.13","37,251,563.69",99.99,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-07-15
CA,89.20,"141,066.71","34,771,529.86",93.34,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-07-15
CA,18.07,"28,573.75","5,542,247.43",14.88,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-07-15
CA,99.88,"157,961.52","37,242,598.96",99.97,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-07-22
CA,88.88,"140,567.43","34,725,649.06",93.21,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-07-22
CA,16.57,"26,206.67","5,534,508.99",14.86,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-07-22
CA,99.94,"158,059.26","37,244,991.67",99.98,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-07-29
CA,88.88,"140,567.55","34,727,695.81",93.22,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-07-29
CA,38.70,"61,202.23","14,727,515.28",39.53,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-07-29
CA,99.94,"158,059.26","37,244,991.67",99.98,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-08-05
CA,88.88,"140,567.70","34,730,242.73",93.23,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-08-05
CA,38.70,"61,202.23","14,727,515.28",39.53,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-08-05
CA,99.96,"158,081.50","37,247,242.14",99.98,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-08-12
CA,88.88,"140,567.61","34,728,650.31",93.22,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-08-12
CA,38.70,"61,202.23","14,727,515.28",39.53,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-08-12
CA,99.96,"158,080.29","37,247,119.66",99.98,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-08-19
CA,96.88,"153,220.14","37,117,333.25",99.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-08-19
CA,41.38,"65,439.96","14,853,119.44",39.87,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-08-19
CA,99.96,"158,080.29","37,247,119.66",99.98,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-08-26
CA,97.69,"154,494.51","37,166,728.72",99.77,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-08-26
CA,43.08,"68,122.20","14,953,646.33",40.14,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-08-26
CA,99.96,"158,080.29","37,247,119.66",99.98,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-09-02
CA,98.43,"155,669.49","37,195,464.18",99.84,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-09-02
CA,44.47,"70,336.17","14,972,090.77",40.19,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-09-02
CA,99.96,"158,080.29","37,247,119.66",99.98,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-09-09
CA,95.90,"151,658.08","37,118,616.78",99.64,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-09-09
CA,48.77,"77,121.83","15,052,138.50",40.40,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-09-09
CA,99.96,"158,078.43","37,246,931.83",99.98,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-09-16
CA,95.90,"151,658.16","37,119,912.43",99.64,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-09-16
CA,48.77,"77,121.83","15,052,138.50",40.40,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-09-16
CA,99.96,"158,078.43","37,246,931.83",99.98,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-09-23
CA,95.90,"151,658.25","37,121,504.85",99.64,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-09-23
CA,55.23,"87,348.80","20,023,206.18",53.75,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-09-23
CA,2.05,"3,248.39","276,248.34",0.74,0.00,0.00,1,4,D3  ,California,"158,147.87",2008-09-23
CA,99.96,"158,078.43","37,246,931.83",99.98,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-09-30
CA,95.90,"151,658.16","37,119,912.43",99.64,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-09-30
CA,55.23,"87,348.80","20,023,206.18",53.75,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-09-30
CA,2.05,"3,248.39","276,248.34",0.74,0.00,0.00,1,4,D3  ,California,"158,147.87",2008-09-30
CA,99.96,"158,078.43","37,246,931.83",99.98,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-10-07
CA,95.90,"151,658.62","37,116,915.71",99.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-10-07
CA,55.00,"86,982.73","20,020,400.42",53.74,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-10-07
CA,99.95,"158,076.58","37,246,744.68",99.98,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-10-14
CA,95.81,"151,523.24","37,121,082.07",99.64,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-10-14
CA,55.11,"87,153.09","19,986,873.28",53.65,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-10-14
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-10-21
CA,93.48,"147,833.72","37,115,007.62",99.63,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-10-21
CA,55.62,"87,965.82","20,330,502.74",54.57,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-10-21
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-10-28
CA,93.55,"147,954.85","37,109,529.79",99.61,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-10-28
CA,55.56,"87,863.89","20,346,151.80",54.61,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-10-28
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-11-04
CA,90.51,"143,142.47","35,732,941.94",95.92,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-11-04
CA,40.37,"63,839.12","17,195,486.78",46.16,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-11-04
CA,95.29,"150,702.17","37,101,845.00",99.59,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-11-11
CA,86.02,"136,040.53","35,554,861.73",95.44,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-11-11
CA,41.34,"65,377.79","17,190,390.19",46.14,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-11-11
CA,95.29,"150,702.17","37,101,845.00",99.59,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-11-18
CA,86.02,"136,040.53","35,554,861.73",95.44,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-11-18
CA,41.34,"65,377.79","17,190,390.19",46.14,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-11-18
CA,95.29,"150,702.17","37,101,845.00",99.59,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-11-25
CA,86.02,"136,040.53","35,554,861.73",95.44,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-11-25
CA,41.34,"65,377.79","17,190,390.19",46.14,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-11-25
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-12-02
CA,86.02,"136,035.17","35,554,057.20",95.44,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-12-02
CA,41.34,"65,377.79","17,190,390.19",46.14,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-12-02
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-12-09
CA,87.41,"138,230.96","35,577,633.46",95.50,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-12-09
CA,49.19,"77,786.38","17,981,887.50",48.27,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-12-09
CA,3.21,"5,077.89","31,533.67",0.08,0.00,0.00,1,4,D3  ,California,"158,147.87",2008-12-09
CA,100.00,"158,147.87","37,253,956.41",100.00,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-12-16
CA,93.97,"148,618.02","37,101,360.03",99.59,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-12-16
CA,50.72,"80,214.87","18,027,026.72",48.39,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-12-16
CA,5.83,"9,223.84","175,413.26",0.47,0.00,0.00,1,4,D3  ,California,"158,147.87",2008-12-16
CA,99.93,"158,042.43","37,243,289.61",99.97,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-12-23
CA,88.79,"140,423.59","36,140,466.33",97.01,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-12-23
CA,43.02,"68,033.26","13,355,401.36",35.85,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-12-23
CA,2.77,"4,374.90","29,608.31",0.08,0.00,0.00,1,4,D3  ,California,"158,147.87",2008-12-23
CA,98.31,"155,468.12","37,174,736.92",99.79,0.00,0.00,1,1,D0  ,California,"158,147.87",2008-12-30
CA,88.21,"139,502.41","36,119,956.54",96.96,0.00,0.00,1,2,D1  ,California,"158,147.87",2008-12-30
CA,43.02,"68,033.26","13,355,401.36",35.85,0.00,0.00,1,3,D2  ,California,"158,147.87",2008-12-30
CA,2.77,"4,374.90","29,608.31",0.08,0.00,0.00,1,4,D3  ,California,"158,147.87",2008-12-30
CA,98.29,"155,438.38","37,174,526.57",99.79,0.00,0.00,1,1,D0  ,California,"158,147.87",2009-01-06
